genus	primary_lifestyle	secondary_lifestyle	plant_endophytic_capability	plant_pathogenic_capacity	decay_substrate	decay_type	aquatic_habitat	animal_biotrophic	specific_host	growth_form	fruitbody_type	hymenium_type	ectomycorrhiza_exploration_type	ectomycorrhiza_lineage	primary_photobiont	secondary_photobiont
Zukaliopsis	epiphyte	litter_saprotroph			leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Uleomyces	mycoparasite	fungal_decomposer			fungal_material					filamentous_mycelium						
Dictyonella	plant_pathogen			leaf/fruit/seed_pathogen						filamentous_mycelium						
Actidium	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Halokirschsteiniothelia	wood_saprotroph				wood	soft_rot	marine			filamentous_mycelium						
Lophium	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Mytilinidion	wood_saprotroph				wood	soft_rot	non-aquatic			filamentous_mycelium	hysterothecium_(opening_slith-like)	closed				
Ostreola	wood_saprotroph				wood	soft_rot	non-aquatic			filamentous_mycelium						
Peyronelia	unspecified_saprotroph					other	non-aquatic			filamentous_mycelium						
Pseudocamaropycnis	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Quasiconcha	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Septonema	wood_saprotroph				wood	soft_rot	non-aquatic			filamentous_mycelium						
Slimacomyces	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Zoggium	wood_saprotroph				wood	soft_rot	non-aquatic			filamentous_mycelium						
Natipusilla	wood_saprotroph				wood	soft_rot	freshwater			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Ocala	wood_saprotroph				wood	soft_rot	freshwater			filamentous_mycelium						
Aldona	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Aldonata	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Antoniomyces	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Aulacostroma	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Campoa	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Cirsosiopsis	epiphyte	litter_saprotroph			leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Cocconia	plant_pathogen	epiphyte		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Cycloschizon	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Cyclostomella	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Dothidasteroma	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Ferrarisia	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Hysterostomella	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Kiehlia	plant_pathogen	epiphyte		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Mintera	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Pachypatella	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Palawaniella	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Parmularia	epiphyte	litter_saprotroph			leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Parmulariopsella	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Parmulariopsis	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Parmulina	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Placoasterella	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Placosoma	foliar_endophyte	litter_saprotroph	foliar_endophyte		leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Placostromella	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Polycyclina	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Polycyclus	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Protothyrium	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Pseudolembosia	plant_pathogen	epiphyte		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Rhagadolobiopsis	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Rhagadolobium	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Rhipidocarpon	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Symphaeophyma	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Thallomyces	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Viegasella	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Baggea	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	hysterothecium_(opening_slith-like)	closed				
Banhegyia	wood_saprotroph		no_endophytic_capacity		wood		partly_marine_(partly_non-aquatic)			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Colensoniella	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Endotryblidium	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Glyphium	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	hysterothecium_(opening_slith-like)	closed				
Haematomyxa	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Holmiella	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Hysteropatella	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	hysterothecium_(opening_slith-like)	closed				
Hysteropeltella	litter_saprotroph		no_endophytic_capacity		leaf/fruit/seed		non-aquatic			filamentous_mycelium	hysterothecium_(opening_slith-like)	closed				
Lahmiomyces	lichenized		no_endophytic_capacity				non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth				
Lecanidiella	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Lirellodisca	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Murangium	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Patellaria	wood_saprotroph		no_endophytic_capacity		wood		partly_aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Poetschia	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Pseudoparodia	plant_pathogen	litter_saprotroph	no_endophytic_capacity	leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Rhizodiscina	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Rimula	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Schrakia	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Stratisporella	lichenized		no_endophytic_capacity				non-aquatic			thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth				
Tryblidaria	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
Echinoascotheca	unspecified_saprotroph									filamentous_mycelium						
Echinoascotheca	unspecified_saprotroph									filamentous_mycelium						
Phaeotrichum	unspecified_saprotroph						non-aquatic			filamentous_mycelium	cleistothecium	closed				
Trichodelitschia	dung_saprotroph				dung		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Acrocalymma	wood_saprotroph				wood		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Aigialus	litter_saprotroph				leaf/fruit/seed		marine			filamentous_mycelium						
Ascocratera	wood_saprotroph				wood	soft_rot	marine			filamentous_mycelium						
Fissuroma	wood_saprotroph				wood	other	partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Neoastrosphaeriella	wood_saprotroph				wood		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Rimora	wood_saprotroph				wood		partly_marine_(partly_non-aquatic)			filamentous_mycelium						
Amniculicola	wood_saprotroph				wood		freshwater			filamentous_mycelium						
Murispora	wood_saprotroph				wood		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Neomassariosphaeria	wood_saprotroph		no_endophytic_capacity		wood		partly_aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Pseudomassariosphaeria	wood_saprotroph				wood		partly_aquatic			filamentous_mycelium						
Vargamyces	unspecified_saprotroph						partly_aquatic			filamentous_mycelium						
Amorosia	soil_saprotroph				soil		marine			filamentous_mycelium						
Angustimassarina	mycoparasite	wood_saprotroph			"wood,fungal_material"					filamentous_mycelium						
Anteaglonium	wood_saprotroph				wood					filamentous_mycelium						
Flammeascoma	wood_saprotroph				wood		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
Aquasubmersa	wood_saprotroph				wood		freshwater			filamentous_mycelium						
Arthopyrenia	lichenized						non-aquatic			thallus_photosynthetic	"perithecium_(hymenium_hidden,_narrow_opening)"	closed			trentepohlioid	
Magmopsis	unspecified_saprotroph									filamentous_mycelium						
Ascocylindrica	wood_saprotroph				wood		marine			filamentous_mycelium						
Astrosphaeriella	wood_saprotroph				wood		partly_aquatic			filamentous_mycelium						
Astrosphaeriellopsis	wood_saprotroph				wood					filamentous_mycelium						
Javaria	wood_saprotroph				wood	soft_rot	non-aquatic			filamentous_mycelium						
Mycopepon	litter_saprotroph				leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Pithomyces	plant_pathogen			leaf/fruit/seed_pathogen			partly_aquatic			filamentous_mycelium						
Pteridiospora	wood_saprotroph				wood					filamentous_mycelium						
Bambusicola	wood_saprotroph				wood					filamentous_mycelium						
Palmiascoma	unspecified_saprotroph						non-aquatic			filamentous_mycelium						
Biatriospora	wood_saprotroph	foliar_endophyte	foliar_endophyte		wood		marine	opportunistic_human_parasite		filamentous_mycelium						
Camarosporium	foliar_endophyte	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed		partly_aquatic			filamentous_mycelium						
Camarosporomyces	wood_saprotroph				wood		freshwater			filamentous_mycelium						
Camarosporidiella	wood_saprotroph				wood					filamentous_mycelium						
Caryospora	wood_saprotroph				wood		partly_aquatic			filamentous_mycelium						
Aristastoma	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium						
Coniothyrium	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	"leaf/fruit/seed,wood"	soft_rot	partly_aquatic			filamentous_mycelium						
Foliophoma	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed					filamentous_mycelium						
Neoconiothyrium	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed					filamentous_mycelium						
Ochrocladosporium	wood_saprotroph				wood		partly_aquatic			filamentous_mycelium						
Staurosphaeria	unspecified_saprotroph									filamentous_mycelium						
Corynespora	plant_pathogen			leaf/fruit/seed_pathogen			partly_aquatic			filamentous_mycelium						
Cryptocoryneum	wood_saprotroph				wood					filamentous_mycelium						
Allocucurbitaria	animal_parasite	animal_decomposer			animal_material		non-aquatic	animal-associated/opportunistic_human_parasite		filamentous_mycelium						
Astragalicola	wood_saprotroph				wood					filamentous_mycelium						
Cucitella	litter_saprotroph				leaf/fruit/seed					filamentous_mycelium						
Cucurbitaria	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed					filamentous_mycelium						
Fenestella	wood_saprotroph		no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Neocucurbitaria	unspecified_saprotroph						partly_marine_(partly_non-aquatic)			filamentous_mycelium						
Paracucurbitaria	litter_saprotroph				leaf/fruit/seed					filamentous_mycelium						
Parafenestella	unspecified_saprotroph	fungal_decomposer			fungal_material					filamentous_mycelium						
Pleurostromella	litter_saprotroph				leaf/fruit/seed					filamentous_mycelium						
Protofenestella	wood_saprotroph				wood					filamentous_mycelium						
Pyrenochaeta	wood_saprotroph				wood	soft_rot				filamentous_mycelium						
Rhytidiella	unspecified_saprotroph									filamentous_mycelium						
Seltsamia	unspecified_saprotroph	fungal_decomposer			fungal_material					filamentous_mycelium						
Syncarpella	litter_saprotroph				leaf/fruit/seed					filamentous_mycelium						
Cyclothyriella	wood_saprotroph				wood					filamentous_mycelium						
Massariosphaeria	wood_saprotroph				wood		partly_aquatic			filamentous_mycelium						
Aaosphaeria	soil_saprotroph				soil		partly_aquatic			filamentous_mycelium						
Dacampia	lichen_parasite	fungal_decomposer			"fungal_material,algal_material"		non-aquatic			filamentous_mycelium	"perithecium_(hymenium_hidden,_narrow_opening)"	closed				
Eopyrenula	lichenized						non-aquatic			thallus_photosynthetic	"perithecium_(hymenium_hidden,_narrow_opening)"	closed			trentepohlioid	
